Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,sentiment
439,Kaleidoscope,4.0,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur,prepare amazed culinary delights restaurant soya chilli chicken mushroom pyaza symphony flavors staff friendliness cooperative nature added overall charm ambience inviting elegant touch enhances dining journey,positive
440,Kaleidoscope,4.0,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur,evening restaurant journey taste elegance chilli jalapeno chicken tikka veggie cheese slider gastronomic delight staff attentiveness prompt service made evening even enjoyable ambience strikes perfect balance sophistication comfort creating perfect spot memorable dining experience,positive
441,Kaleidoscope,4.0,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur,restaurant truly heart exceptional dishes vegetable manchurian chicken tikka pizza simply divine staff cooperative nature attentive service enhanced dining experience ambience cozy yet stylish making perfect place relax indulge,positive
442,The Waffle Co.,3.9,"Waffle, Desserts, Pancake, Coffee, Cafe, Shake, Beverages",600,jaipur,best pancakes jaipur must try guys,neutral
443,The Waffle Co.,3.9,"Waffle, Desserts, Pancake, Coffee, Cafe, Shake, Beverages",600,jaipur,portion size really small waffle pancakes really small value money would recommend wasting money instead make waffles home less percent amount,neutral
444,Terra Gourmet,4.2,"Cafe, Coffee, Continental, Fast Food, Pasta, Lebanese, Asian, Burger",700,jaipur,nice meal long satisfying food nice staffs great keep good work,positive
445,Terra Gourmet,4.2,"Cafe, Coffee, Continental, Fast Food, Pasta, Lebanese, Asian, Burger",700,jaipur,good food quality also good,positive
446,Terra Gourmet,4.2,"Cafe, Coffee, Continental, Fast Food, Pasta, Lebanese, Asian, Burger",700,jaipur,ordered shushi uramaki really yummy love staff also nice helpful,positive
447,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,ambience good guy hosting us mr yogi also polite could better,positive
448,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,food good yogi waited tables patience care,positive
449,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,best service given yogithanks best service,positive
450,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,mindblowing vibe excellent food notch lower best coffee greatly served experience mr yogi,positive
451,Bellissimo Home Cafe,,"Cafe, Coffee, Fast Food, Pizza, Italian, Desserts, Beverages","1,000",jaipur,visited place friend birthday must day really food polite visit family friends,neutral
452,Chum-Bakk Cafe,4.3,"Cafe, North Indian, Fast Food, Continental, Italian, Mexican, Desserts, Beverages","1,200",jaipur,modern looking cafe lots food options also cafe open separate place back side parties birthdays cappuccino good enough try,positive
453,Chum-Bakk Cafe,4.3,"Cafe, North Indian, Fast Food, Continental, Italian, Mexican, Desserts, Beverages","1,200",jaipur,service good food tasty visited friendship day friends order pasta irish coffee orange magarhita many items nicely prepared,positive
454,Chum-Bakk Cafe,4.3,"Cafe, North Indian, Fast Food, Continental, Italian, Mexican, Desserts, Beverages","1,200",jaipur,food ok order different cold coffee gave us milk shakes alot flavour syrup know brew good coffee service bad even directing multiple time listening horrible experience would never visit,positive
455,Bombaye House,4.1,"Cafe, Chinese, Continental, South Indian, Street Food, Fast Food, Beverages",700,jaipur,ordered rava masala dosas chutney stale smelled bad,positive
456,Bombaye House,4.1,"Cafe, Chinese, Continental, South Indian, Street Food, Fast Food, Beverages",700,jaipur,chola bhatura missing,positive
457,Brown Sugar,4.2,"Cafe, Coffee, Bakery, Desserts, Pizza, Continental, North Indian, Chinese",500,jaipur,donuts hot heat sending,positive
458,Brown Sugar,4.2,"Cafe, Coffee, Bakery, Desserts, Pizza, Continental, North Indian, Chinese",500,jaipur,good,positive
459,Brown Sugar,4.2,"Cafe, Coffee, Bakery, Desserts, Pizza, Continental, North Indian, Chinese",500,jaipur,dilevery boy diliver food bad condition said bike slipped,positive
460,Qissa Cafe,,"Cafe, Coffee, Chinese, Pasta, Fast Food, Continental, Tea, Beverages",600,jaipur,beautiful cafe great food amazing atmosphere great service recommend qissa anytime,neutral
461,Qissa Cafe,,"Cafe, Coffee, Chinese, Pasta, Fast Food, Continental, Tea, Beverages",600,jaipur,cozy restaurant left best impressions hospitable hosts delicious dishes beautiful presentation ambience really welcoming must visit place,neutral
462,Qissa Cafe,,"Cafe, Coffee, Chinese, Pasta, Fast Food, Continental, Tea, Beverages",600,jaipur,first time qissa cafe go cutest little spot amazing food pasta die fire service received amazing definitely back made us feel welcomed gave us amazing experience,neutral
463,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,good food good conversations kinda place one nicer italian restaurants jaipur amazing food chill vibe loved pasta pizza dessert melted mouth spend hours food ambience perfect conversations visit fun lunch girls late night meal,positive
464,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,let start telling everyone im pizza lover really wanted try place reviews really good quite expensive waited right would say mark expected sauce pizza negligible cheese personally didnt like vegetables great chewy melted biting crust thin crispy light tasty overall combination pizza didnt justify worth pasta tasty bread came chewy hell would inedible,positive
465,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,tastes amazing however spills toppings morsel ate base veggies separately,positive
466,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,first came across zolocrust amazed see rating zomato wondering possible visiting gem cafe indulging fresh delicious pizzas falafel wraps irresistible aromatic coffee wondering perfect rating say best pizza india thin crust right crispness perfect balance cheese veggie warm cozy also small kids play area keep lil ones busy done licking fingers clean indulging delicious short zolocrust serving perfection would read,positive
467,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,pretty underwhelming say rice noodles amazon air toast noodles ironically lacking taste whatsoever amazon pockets oglio safest last choice ended biggest disappointment price point quantity falling desserts chocolate truffle good cupcake par orange juice lemon iced tea size food items quite recommend,positive
468,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,nice cozy peaceful place assamica crunchy creamy frappe oreo mexican peri peri fries veg burgerthe food good ambience nice board games indoor games good experience,positive
469,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,pasta massive stick like herbs sauce physically removed accidentally swallowed one sticks stuck food pipe,positive
470,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,added sugar latte asked instructions,positive
471,Uphoria- Cafe & Restro,3.8,"Cafe, Fast Food, Chinese, Italian, North Indian, Burger, Pizza, Beverages","1,100",jaipur,improve coffee packaging rest everything perfect,neutral
472,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,wow great place tasty foods dish yummy,neutral
473,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,beautiful place delicious food,neutral
474,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,really great place great ambience must try food worth everz penny dine,neutral
475,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,food graet delicious must try,neutral
476,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,nice great place indian food really good must visit fends family recommended,neutral
477,The Messy Door Cafe,3.6,"Cafe, Fast Food, Italian, Continental, Sandwich, Pizza, Street Food, Beverages","1,000",jaipur,much artificial flavouring used felt acidic bad way,neutral
478,The Messy Door Cafe,3.6,"Cafe, Fast Food, Italian, Continental, Sandwich, Pizza, Street Food, Beverages","1,000",jaipur,bland dry pita cooked evenly properly enough hummus portion,neutral
479,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,cake deliver bad condition,positive
480,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,good take lot time,positive
481,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,items missing order extremely ridiculous service restaurant,positive
482,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,totally love place ambience soo good really aesthetically pleasing service fast food soo good pizza corn sandwich must try also beautiful outdoor sitting really cool must visit place recommend,neutral
483,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,visit jashn time great experience cafe love food ambience etc ordered veg grill sandwich cold coffee otc pizza veg chowmein every single item super yummy,neutral
484,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,place gives heritage vibe beautiful ambiance indoor outdoor food taste really good prices surprisingly reasonable good ambiance must try hara bhara kabab italian rolls,neutral
485,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,absolute best weather pizza pasta honestly delicious portions huge staff extremely friendly courteous,neutral
486,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,totally disappointed food delivered chilli chilli garlic bread would never order fraud place posted fake pictures charging wrongly,neutral
487,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,poor taste,neutral
488,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,place budget friendly perfect kitty bdy parties students also taste good tried white sauce pasta pizza shakes mocktails many experience food really good definitely visit must try custured brownie good free disc also,positive
489,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,great experience ambiance welcoming charming amazing food service staff extremely knowledgeable make great recommendations must try hakka noodles pasta honey chilli brownie shake sandwich,positive
490,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,amazing totally loved things superb ambience beautiful food services good organise birthday surprise parties highly recommended,positive
491,Starstud Cafe,4.0,"Cafe, Fast Food, Burger, Sandwich, Street Food, Desserts, Beverages",700,jaipur,really enjoyed disco themes disc pre booking charge food good friendly environment,positive
492,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,loved place vibe perfect place visit family work could ideal place work tried falafel platter fries spanish latte croissant sandwich loved become go place,neutral
493,Coffee Sutra,3.7,"Cafe, Coffee, Continental, Fast Food, Desserts, Beverages",650,jaipur,place nice ordered coffe n sandwich crossiant thing liked sandwich really great coffe ok like presentation found place bit overpriced compared quality quantity presentation food serve,neutral
494,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,ordered irish cappuccino instructed add extra irish syrup even bothered add sugar make irish one service worst experience,positive
495,Quyu's Cafe,4.2,"Cafe, Italian, Chinese, Lebanese, Mexican, Fast Food, Desserts, Beverages",950,jaipur,amazing,positive
496,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,send wrong item refused acknowledge mistake,neutral
497,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,loved warm welcoming place go family delicious food decent pricing staff extremely sweet would definitely recommend,neutral
498,Cafe Cornerstone By Pallavi Daga,2.9,"Cafe, Italian, North Indian, Fast Food, Street Food, Desserts, Beverages","1,200",jaipur,good one,neutral
499,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,tast bad,positive
500,The-Gorma,4.3,"Cafe, North Indian, Chinese, Fast Food, Street Food, Desserts, Beverages","1,000",jaipur,pasta provided pieces bread,positive
501,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,place quite peaceful much crowded food quite decent good prices reasonable tooo,positive
502,Coffee. Connect,4.4,"Cafe, Fast Food, Pizza, Pasta, Chinese, Lebanese, Street Food, Beverages","1,100",jaipur,amazing food ambience great staff,positive
503,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,extremely disappointed service zomato already share pics,neutral
504,Chska,3.5,"Cafe, Coffee, Tea, Beverages, Pizza, Sandwich, Fast Food, Chinese",600,jaipur,ordered veg chowmein really good portion size sufficient one extra star tastewise good many sauces felt made little bit spicy otherwise loved would definitely try items,neutral
505,Just Coffee Place,,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food,neutral
506,Just Coffee Place,,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,amezing,neutral
507,Just Coffee Place,,"Cafe, Coffee, Sandwich, Pizza, Desserts, Beverages, Pasta, Shake",850,jaipur,nice food beverage service,neutral
508,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,went pehle chai solo date worth every penny ordered strawberry shake maggie,neutral
509,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,food location good little expensive reason think may improve prizing segment,neutral
510,Phele Chai,2.7,"Cafe, North Indian, Fast Food, Beverages, Pasta, Chinese",450,jaipur,ordered veg sandwich ginger tea tea nice costly reason veg sandwich veggies properly copped even chopped sliced improperly taste,neutral
511,Sweet Dough By Kanha,3.5,"Bakery, Desserts, Cafe, Coffee, Beverages, Salad, Sandwich, Fast Food",500,jaipur,belgian pastry fresh bad experience,neutral
512,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,cafe half brewi recently visited new place perfect place coffee lovers ambiance good staff service nice quick tried vietnamese really good also tandoori paneer pizza sandwich ferraro rosher shake good overall experience good value money must visit,neutral
513,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,cozy place good good staffexcellent experience great hospitality awesome superb lightings helpful pleasant,neutral
514,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,recently visited beautiful place cafehalfbrewthere ambiance seren delicious cuisine must try falafel iced mocha taste overall,neutral
515,Half Brew,3.5,"Cafe, Chinese, Fast Food, Street Food, Coffee, Shake, Beverages, Desserts",950,jaipur,recently visited beautiful cafe ambience really amazing must try pizza nachos pasta sandwich cold coffee chocolate shake,neutral
516,MD Khane Wala,,"Cafe, Chinese, South Indian, Fast Food, Burger, Pizza, Ice Cream, Beverages",400,jaipur,tried thrice veg burgers veg spring rolls farm fresh pizza really awesome delicacies enjoyed packed burgers n sandwiches birthday party people loved food best md khane wala keep preparing awesome dishes people loving,neutral
517,MD Khane Wala,,"Cafe, Chinese, South Indian, Fast Food, Burger, Pizza, Ice Cream, Beverages",400,jaipur,delicious,neutral
518,The Over Halt In,3.0,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,love place used cafe lot college aunty makes best food,neutral
519,The Over Halt In,3.0,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,cafe cute cozy bean bags sit books read really delicious food reasonable price minimum order ordered lemon iced tea pesto sauce pasta cold coffee tandoori costs around rs charge gst tax guy sweet felt sitting provide games enjoy like played jinga good go experience cute cafe things good superb great renovate interior give pleasure read,neutral
520,The Over Halt In,3.0,"Cafe, North Indian, Fast Food, Beverages",400,jaipur,fan great food peaceful ambience really amazing service visit place sure owner mother like attitude sweetness wins customers hearts also bean bags old movie posters books vintage cameras amazing iced tea chicken fried momos chicken popcorn well,neutral
521,Cafe Diona,2.6,"Cafe, North Indian, Chinese, Continental, Fast Food, Desserts, Beverages",950,jaipur,staff rude hotel services restaurant registered zomato made payment using zomato restaurant denied accept payment never visit cafe food quality also good,neutral
522,Cafe Diona,2.6,"Cafe, North Indian, Chinese, Continental, Fast Food, Desserts, Beverages",950,jaipur,first charge much couple entry spend secondly understaff services poor search waiter even cutlery thirdly transparency regarding amount left card issued waiter even willing bring bill let us know worst experience ever club jaipur,neutral
523,House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,packing really bad,positive
524,House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,specifically mentioned add tomatoes veggies kurkure bhel kurkure bhel filled possible veggies,positive
525,House Of Beans,4.1,"Cafe, Italian, Chinese, Fast Food, Street Food, Desserts, Beverages",950,jaipur,cheese grill sandwich super dupper amazing cheese lover defeinetly try sandwich great food great taste pait bhr gya man nhi bhra,positive
526,Loca By La Multigrain,4.0,"Cafe, Fast Food, Desserts, Beverages",700,jaipur,ordered pasta chinese canape nutella hot chocolate hot nice cabin system good peaceful dinner,positive
527,Loca By La Multigrain,4.0,"Cafe, Fast Food, Desserts, Beverages",700,jaipur,went la multigrain saturday lunch ordered bruschetta spinach corn cigar teekha khatta limbu strawberry mojito punjabi paneer tikka place bruschetta served looked like garlic masala bread though tasted nice ordered rest food tasted nice khatta teekha limbu everyone order like much khatta drinks strawberry mojito pleasant good experience would surely come,positive
528,The Taapu,,"Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Chinese",400,jaipur,good food,neutral
529,The Taapu,,"Cafe, Coffee, Shake, Beverages, Pizza, Sandwich, Fast Food, Chinese",400,jaipur,nice food quality,neutral
530,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,recently visited friends really loved interior amazing authentic bikaneri try coffee chilli cheese butter rice manchurian really loved overall taste,neutral
531,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,visited beautiful cafe days back ambience pretty cool tried affogato mix fruit thick shake cheese chilly butter rice brownie sizzler chinese combo taste really amazing portion size also good loved brownie sizzler staff service nice perfect budget friendly place date friends outing,neutral
532,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,visited newly opened outlet days back friends must say staff really good polite loved portions serving variety dishes commendable tried chilli garlic rice scrumptious mix fruit tick shake must try sizzling brownie favourite coffee lover try irish coffee viona great experience viona highly recommended outlet,neutral
533,Viona Baristro,3.6,"Cafe, Street Food, Chinese, Pizza, Fast Food, Pasta",350,jaipur,overall experience awesome specially taste cuisinehighly cranberry chuskicuisine taste,neutral
534,DM Techno Cafe,,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,chowmin ki quantity bhut jyada kam hai rate ke hisabsebut recommend otc pizza fabulous fully cheese loaded pizza,neutral
535,DM Techno Cafe,,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,bad momos especially chutney hakka noodles red difference veg noodles hakka noodles,neutral
536,DM Techno Cafe,,"Cafe, Coffee, Shake, Beverages, Chinese, Sandwich, Pizza, Fast Food",500,jaipur,masala maggie chees mention h chees nhi tha pizza awesome par barabar chees daalo kyuki ki ek slice cheese nhi tha km tha,neutral
537,Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,restaurant may well known jaipur sure one best ones located sikar road vidhyadhar nagar outlet decent safe place hangout alone friends partner even family ambience peaceful decent bar restaurant located basement makes restaurant quiet coming food fresh delicious reasonably priced good quantity tried veg chwomein biryani tangri kebab hot cafe latte chicken lollypop till items delicious found problem consuming aby items delicious read,neutral
538,Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,awesome place spend time quality food must say located subtle area headaches parking whether come bike truck awesome clustered decked separate arrangements also wan na public sitting must go place,neutral
539,Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,good delivery also zomato anyway still packaging great changes whether u dine order,neutral
540,Cafe Two Pi R,3.8,"Cafe, North Indian, Italian",700,jaipur,days back visited amazing place say ambiance amazing taste food yummy delicious taking precautions recommended,neutral
541,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,well nothing dislike place one kind coffee lovers must visit place amazing decor amazing recommend place specially people want sit back relax amazing cup coffee cheers,neutral
542,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,nice ambience good place chill loved ones food n beverages really excellent thank u much coffee network,neutral
543,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,regular customer kept quality consistent great place conversations beverages,neutral
544,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,cafe nice drink coffee really suggest take biscoff frappe amazing,neutral
545,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,awesome place chill friend mostly coffee taste good best customer service love place,neutral
546,Malgudi Cafe,4.0,"Cafe, Italian, Chinese, Fast Food, Beverages, Street Food, Desserts, Coffee",500,jaipur,overpriced inch pizza,positive
547,Malgudi Cafe,4.0,"Cafe, Italian, Chinese, Fast Food, Beverages, Street Food, Desserts, Coffee",500,jaipur,bad packing pasta spilled,positive
548,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,bad taste foul smellafter complaint taking action,neutral
549,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,ordered veg grill sandwiches burnt,neutral
550,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,sandwich taste bad spicy paneer name sandwich taste spices experience visited place ordered sandwich time delicious,neutral
551,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,selling bread packet deleting used date manufacturing date second time buyers kindly see mfg expiry date time delivery ànd use,neutral
552,The Chocolate Room,3.0,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,brownie good chocolate ice cream tasted bad looked,neutral
553,The Chocolate Room,3.0,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,tasty fresh ingredients used food hot delivered,neutral
554,The Chocolate Room,3.0,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,pizza roti,neutral
555,Legacy Terrace Cafe And Kitchen,3.7,"Cafe, Chinese, Italian, Fast Food, North Indian, Beverages, Shake",600,jaipur,nice place family dinning awesome service staff visited first time great experience legacy team thank,neutral
556,Legacy Terrace Cafe And Kitchen,3.7,"Cafe, Chinese, Italian, Fast Food, North Indian, Beverages, Shake",600,jaipur,nice experience really like taste quality,neutral
557,Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,lloyd cosy cafe located sahkar marg good peaceful ambiance bakery nice range desserts bakery items food okayish average taste preparation time slight comparison places rest good go recommended place lookout budget,neutral
558,Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,really beautiful place soothing ambience food always fresh good con slow service sometimes menu options available kind disappointing rest really good must visit ambience good taste,neutral
559,Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,calm ambience loved sit work coffee two times times nice experience,neutral
560,TRCH-Luxury Restro & Lounge,3.5,"Cafe, Italian, Healthy Food, Pizza, North Indian, Fast Food, Coffee, Beverages",950,jaipur,taste briyani quantity hi low totally money waste,neutral
561,TRCH-Luxury Restro & Lounge,3.5,"Cafe, Italian, Healthy Food, Pizza, North Indian, Fast Food, Coffee, Beverages",950,jaipur,packaging awesome,neutral
562,Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,sugar sent,neutral
563,Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,ordered cinnamon frappe frappe look even test worse much,neutral
564,Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,low quality never going took around mins serve sandwich tasteless food ordered items food bad,neutral
565,Team 11 Sports Cafe,3.6,"Cafe, Fast Food, Chinese, Desserts, Shake, Beverages",600,jaipur,fantastic taste,neutral
566,Cafe Kampus,3.3,"Cafe, Chinese",500,jaipur,amazing place bespoke food friendly staff must visit place nice tasty genuime quality proper higiene cleainess,neutral
567,Cafe Kampus,3.3,"Cafe, Chinese",500,jaipur,u hungry place order cafe campus nice place visit also food quality awesone allows pocket food low budget especially love aloo tikki buuger fried rice itne se paiso bhot kuch khao ap b jao ya apna order ghr pr bulao kidding really loves food,neutral
568,SST Cakes & Bakes,2.9,"Cafe, Italian, North Indian, South Indian, Bakery, Chinese",600,jaipur,spicy taste filled chole chutnies even expect sst,neutral
569,SST Cakes & Bakes,2.9,"Cafe, Italian, North Indian, South Indian, Bakery, Chinese",600,jaipur,poor quality food paties bad taste nd sandwich also,neutral
570,The Full Moon Cafe And Restaurant,,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Shake, Beverages",600,jaipur,bad roti quality,neutral
571,The Full Moon Cafe And Restaurant,,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Shake, Beverages",600,jaipur,online order pr aap log kuch bhi bhej dete ho aaj mene thaki order ki khane badboo aa rhi thi mujhe ulti ho gyi bhai aap log esa kyu krte hoapko paise nhi milte kya,neutral
572,Merlin Cafe,,"Cafe, Chinese, Fast Food",600,jaipur,peaceful quality restromust visiting place party enjoymentsuperb quality mocktail lovers,neutral
573,Merlin Cafe,,"Cafe, Chinese, Fast Food",600,jaipur,love collecting louxrious experience affordable cost must visit merlin restro cafe jaipur delicious quality food humble jopdi decorum dining table experience,neutral
574,Sujangarh Cafe,,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,spring rolls tasty,neutral
575,Sujangarh Cafe,,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,tasty spring roll,neutral
576,Sujangarh Cafe,,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,veery good taste,neutral
577,Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,ordered pasta tasteless salt taste felt like r eating boiled pasta thn ordered nutells banana pancakes yukky felt like puking,neutral
578,Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,nice place great vibe food,neutral
579,395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,good interiors great place converstion coffee variety food drink options available menu seasoning hit miss dishes ordered spinach soup florantine al fredo pasta mushrooms soup hot expected slightly skewed proportion basically namak swad anusar pasta hand much better saving grace mushrooms added al fredo sure would tasted without mushrooms also ordered coffee almost get like dessert might tad disappointing hard core coffee lovers read,neutral
580,395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,useful senior citizens,neutral
